0,580,254,254,0,0,0,0,254,0
0,852,0,0,0,0,0,0,0,0
0,353,50,36,95,0,16,0,0,0
0,505,32,30,25,0,248,25,0,0
0,385,25,0,53,16,50,32,64,78
0,421,15,255,1,32,0,0,0,128
0,644,0,0,0,0,0,0,0,0
0,645,0,0,0,0,0,0,0,0
10035,353,50,36,95,0,16,0,0,0
10027,505,32,30,25,14,248,25,0,0
10015,385,25,14,54,16,50,32,64,78
10789,421,31,255,1,32,0,0,0,128
20021,580,254,254,0,0,0,0,254,0
10133,353,50,36,95,0,16,0,0,0
10134,505,32,30,25,14,248,25,0,0
10133,385,25,14,54,16,50,32,64,78
9200,421,47,255,1,32,0,0,0,128
20005,644,0,0,0,0,0,0,0,0
20005,645,0,0,0,0,0,0,0,0
10117,353,50,36,95,0,16,0,0,0
10117,505,32,30,25,14,248,25,0,0
10126,385,25,14,54,16,50,32,64,78
10760,421,63,255,1,32,0,0,0,128
19997,580,254,254,0,0,0,0,254,0
40018,852,0,0,0,0,0,0,0,0
9757,353,50,36,95,0,16,0,0,0
9757,505,32,30,25,14,248,25,0,0
9756,385,25,14,54,16,50,32,64,78
9253,421,79,255,1,32,0,0,0,128
19972,644,0,0,0,0,0,0,0,0
19972,645,0,0,0,0,0,0,0,0
10002,353,50,36,95,0,16,0,0,0
10014,505,32,30,24,250,248,25,0,0
10019,385,24,250,53,16,50,32,64,78
10760,421,95,255,1,32,0,0,0,128
19980,580,254,254,0,0,0,0,254,0
10142,353,50,36,95,0,16,0,0,0
10142,505,32,30,24,250,248,25,0,0
10133,385,24,250,53,16,50,32,64,78
9249,421,111,255,1,32,0,0,0,128
20021,644,0,0,0,0,0,0,0,0
20021,645,0,0,0,0,0,0,0,0
10068,353,50,36,95,0,16,0,0,0
0,1361,76,27,100,136,255,122,0,27
10351,505,32,30,24,250,248,25,0,0
10306,385,24,250,53,16,50,32,64,78
0,1297,0,0,0,0,0,0,0,0
0,1501,0,0,0,0,0,0,0,0
0,1628,140,0,0,0,0,0,0,0
10841,421,127,255,1,32,0,0,0,128
20005,580,254,254,0,0,0,0,254,0
39994,852,0,0,0,0,0,0,0,0
9134,421,143,255,1,32,0,0,0,128
11887,353,50,36,95,0,16,0,0,0
11594,505,32,30,24,250,248,25,0,0
11649,385,24,250,54,16,50,32,64,78
19997,644,0,0,0,0,0,0,0,0
19997,645,0,0,0,0,0,0,0,0
7954,353,50,36,95,0,16,0,0,0
7967,505,32,30,24,254,248,25,0,0
7950,385,24,254,54,16,50,32,64,78
10810,421,159,255,1,32,0,0,0,128
19988,580,254,254,0,0,0,0,254,0
10199,353,50,36,95,0,16,0,0,0
10199,505,32,30,24,254,248,25,0,0
10199,385,24,254,54,16,50,32,64,78
9228,421,175,255,1,32,0,0,0,128
19980,644,0,0,0,0,0,0,0,0
19980,645,0,0,0,0,0,0,0,0
9970,353,50,36,95,0,16,0,0,0
9970,505,32,30,24,254,248,25,0,0
9970,385,24,254,54,16,50,32,64,78
10776,421,191,255,1,32,0,0,0,128
20005,580,254,254,0,0,0,0,254,0
39985,852,0,0,0,0,0,0,0,0
9188,421,207,255,1,32,0,0,0,128
11247,505,32,30,24,242,248,25,0,0
11186,385,24,242,54,16,50,32,64,78
11906,353,50,36,95,0,16,0,0,0
20013,644,0,0,0,0,0,0,0,0
20013,645,0,0,0,0,0,0,0,0
7935,353,50,36,95,0,16,0,0,0
8577,505,32,30,24,242,248,25,0,0
8642,385,24,242,54,16,50,32,64,78
10785,421,223,255,1,32,0,0,0,128
19997,580,254,254,0,0,0,0,254,0
10641,353,50,36,95,0,16,0,0,0
10642,505,32,30,24,242,248,25,0,0
10649,385,24,242,54,16,50,32,64,78
9199,421,239,255,1,32,0,0,0,128
20022,644,0,0,0,0,0,0,0,0
20022,645,0,0,0,0,0,0,0,0
9511,353,50,36,95,0,16,0,0,0
9511,505,32,30,24,242,248,25,0,0
9503,385,24,242,54,16,50,32,64,78
10818,421,255,255,1,32,0,0,0,128
20021,580,254,254,0,0,0,0,254,0
40018,852,0,0,0,0,0,0,0,0
9757,353,50,36,95,0,16,0,0,0
9756,505,32,30,24,246,248,25,0,0
9765,385,24,246,54,16,50,32,64,78
9281,421,15,255,1,32,0,0,0,128
19947,644,0,0,0,0,0,0,0,0
19947,645,0,0,0,0,0,0,0,0
10060,353,50,36,95,0,16,0,0,0
99820,1361,76,28,100,136,255,122,0,28
10355,505,32,30,24,246,248,25,0,0
10289,385,24,246,54,16,50,32,64,78
99803,1297,0,0,0,0,0,0,0,0
99803,1501,0,0,0,0,0,0,0,0
99803,1628,140,0,0,0,0,0,0,0
10830,421,31,255,1,32,0,0,0,128
19964,580,254,254,0,0,0,0,254,0
10059,353,50,36,95,0,16,0,0,0
9765,505,32,30,24,246,248,25,0,0
9831,385,24,246,54,16,50,32,64,78
9126,421,47,255,1,32,0,0,0,128
20030,644,0,0,0,0,0,0,0,0
20029,645,0,0,0,0,0,0,0,0
10109,353,50,36,95,0,16,0,0,0
10109,505,32,30,24,246,248,25,0,0
10108,385,24,246,54,16,50,32,64,78
10760,421,63,255,1,32,0,0,0,128
20021,580,254,254,0,0,0,0,254,0
39993,852,0,0,0,0,0,0,0,0
9757,353,50,36,95,0,16,0,0,0
9773,505,32,30,24,252,248,25,0,0
9769,385,24,252,54,16,50,32,64,78
9261,421,79,255,1,32,0,0,0,128
19996,644,0,0,0,0,0,0,0,0
19997,645,0,0,0,0,0,0,0,0
10019,353,50,36,95,0,16,0,0,0
10010,505,32,30,24,252,248,25,0,0
10011,385,24,252,54,16,50,32,64,78
10760,421,95,255,1,32,0,0,0,128
20005,580,254,254,0,0,0,0,254,0
10109,353,50,36,95,0,16,0,0,0
10109,505,32,30,24,252,248,25,0,0
10109,385,24,252,54,16,50,32,64,78
9216,421,111,255,1,32,0,0,0,128
20021,644,0,0,0,0,0,0,0,0
20021,645,0,0,0,0,0,0,0,0
10703,421,127,255,1,32,0,0,0,128
12352,353,50,36,95,0,16,0,0,0
12318,505,32,30,24,252,248,25,0,0
12296,385,24,252,54,16,50,32,64,78
20013,580,254,254,0,0,0,0,254,0
40010,852,0,0,0,0,0,0,0,0
7603,353,50,36,95,0,16,0,0,0
7638,505,32,30,24,248,248,25,0,0
7664,385,24,248,54,16,50,32,64,78
9314,421,143,255,1,32,0,0,0,128
19989,644,0,0,0,0,0,0,0,0
19989,645,0,0,0,0,0,0,0,0
10027,353,50,36,95,0,16,0,0,0
10026,505,32,30,24,248,248,25,0,0
10027,385,24,248,54,16,50,32,64,78
10784,421,159,255,1,32,0,0,0,128
19996,580,254,254,0,0,0,0,254,0
10027,353,50,36,95,0,16,0,0,0
10027,505,32,30,24,248,248,25,0,0
10027,385,24,248,54,16,50,32,64,78
9212,421,175,255,1,32,0,0,0,128
19996,644,0,0,0,0,0,0,0,0
19997,645,0,0,0,0,0,0,0,0
11797,353,50,36,95,0,16,0,0,0
101859,1361,76,28,100,136,255,122,0,28
10908,421,191,255,1,32,0,0,0,128
12343,505,32,30,24,234,248,25,0,0
12269,385,24,234,54,16,50,32,64,78
102111,1297,0,0,0,0,0,0,0,0
102111,1501,0,0,0,0,0,0,0,0
102111,1628,140,0,0,0,0,0,0,0
19988,580,254,254,0,0,0,0,254,0
39993,852,0,0,0,0,0,0,0,0
8176,353,50,36,95,0,16,0,0,0
7633,505,32,30,24,234,248,25,0,0
7695,385,24,234,54,16,50,32,64,78
9130,421,207,255,1,32,0,0,0,128
19980,644,0,0,0,0,0,0,0,0
19980,645,0,0,0,0,0,0,0,0
10510,353,50,36,95,0,16,0,0,0
10503,505,32,30,24,234,248,25,0,0
10502,385,24,234,54,16,50,32,64,78
10727,421,223,255,1,32,0,0,0,128
19989,580,254,254,0,0,0,0,254,0
9511,353,50,36,95,0,16,0,0,0
9510,505,32,30,24,234,248,25,0,0
9519,385,24,234,54,16,50,32,64,78
9257,421,239,255,1,32,0,0,0,128
20013,644,0,0,0,0,0,0,0,0
20013,645,0,0,0,0,0,0,0,0
10109,353,50,36,95,0,16,0,0,0
10114,505,32,30,24,246,248,25,0,0
10109,385,24,246,54,16,50,32,64,78
10752,421,255,255,1,32,0,0,0,128
19996,580,254,254,0,0,0,0,254,0
39985,852,0,0,0,0,0,0,0,0
9863,353,50,36,95,0,16,0,0,0
9855,505,32,30,24,246,248,25,0,0
9863,385,24,246,54,16,50,32,64,78
9257,421,15,255,1,32,0,0,0,128
20005,644,0,0,0,0,0,0,0,0
20005,645,0,0,0,0,0,0,0,0
9920,353,50,36,95,0,16,0,0,0
9928,505,32,30,24,246,248,25,0,0
9921,385,24,246,54,16,50,32,64,78
10764,421,31,255,1,32,0,0,0,128
20022,580,254,254,0,0,0,0,254,0
